PhotoID,X,Y,Z,Omega,Phi,Kappa,r11,r12,r13,r21,r22,r23,r31,r32,r33
VID_20250107_103505_00_023.mp4.000216.0009,-110.20872498,-109.68595886,-65.6105957,-69.10309234940699,71.74299082426464,164.97181846626893,-0.3025653092313026,0.9493391444047908,0.0849083185002851,-0.0812316560344821,-0.1144436815943159,0.9901030561517498,0.949660808766826,0.2926735940325305,0.1117430787495124
VID_20250107_103505_00_023.mp4.000228.0009,-110.13327026,-110.40209198,-65.53755188,-88.53458014906266,39.36529502128637,-176.2526416391117,-0.7714649239366754,0.631027832125028,0.0815214463743603,0.0505287612404913,-0.06695893869848,0.9964754612211356,0.6342623395905527,0.7728650435955562,0.0197714178843531
VID_20250107_103505_00_023.mp4.000240.0010,-110.06951904,-111.05338287,-65.39201355,-88.82839719482143,24.575503735537804,-178.201605378118,-0.9089660619344796,0.4149585837251857,0.0398757074434084,0.0285399157144797,-0.0334859383660872,0.9990316136853494,0.4158920189933134,0.9092238809691104,0.0185946985222862
VID_20250107_103505_00_023.mp4.000252.0010,-110.12980652,-111.66457367,-65.2829895,-88.87268586537404,4.500856463817092,-179.85920927629812,-0.9969131510506182,0.0784102276777444,0.0040006821733404,0.0024496814197174,-0.0198668081612241,0.9997996344240316,0.0784739977525658,0.9967232043697036,0.0196134022474661
VID_20250107_103505_00_023.mp4.000264.0011,-109.97116852,-111.77690887,-65.29255676,-90.75322833288322,-12.371928043016196,-179.4944577576671,-0.9767393484887136,-0.2141139390286411,0.0116389959826103,0.0086183628008767,0.0150357044515331,0.9998498144292868,-0.2142567827082172,0.9766929654222384,-0.012840652562786
VID_20250107_103505_00_023.mp4.000276.0011,-109.58152771,-111.64280701,-65.31825256,-89.23331112718621,-29.221330756038128,-177.86149895571242,-0.872132565887235,-0.4883002420728731,0.0307841048354749,0.0325664988670018,0.0048435579908293,0.9994578345770948,-0.4881846071625915,0.8726622562810673,0.0116780046216571
VID_20250107_103505_00_023.mp4.000288.0012,-108.84437561,-111.10234833,-65.35829163,-88.68513509412642,-47.212963020381935,-177.05086786889467,-0.6783756540717041,-0.7338992260543136,0.0346178849681439,0.0349482654018809,0.0148315665500648,0.9992790618136014,-0.7338835675420103,0.6790964221894783,0.0155871312710729
VID_20250107_103505_00_023.mp4.000300.0012,-108.08322906,-110.7806015,-65.41639709,-86.41963800835516,-74.02752133499091,-177.1029916864607,-0.2748239185119574,-0.9614474548625424,-0.0095186843666876,0.013907592466521,-0.0138738591758801,0.9998070288327412,-0.9613939841113625,0.2746385034366221,0.0171842877238005
VID_20250107_103505_00_023.mp4.000312.0013,-107.62644196,-110.20186615,-65.43429565,-81.5942965436552,-83.3402820661996,-172.05654171427747,-0.1148596909869901,-0.9933564180395466,-0.00709070701798,0.0160269059851731,-0.008990081522649,0.9998311441032226,-0.9932524299849036,0.114726654156119,0.016953027907328
VID_20250107_103505_00_023.mp4.000324.0013,-107.55438995,-110.12103271,-65.42834473,44.85829848575627,-87.42479478227516,-46.5246931184745,0.0309141892761742,-0.9992185829623108,-0.0246279589935655,0.0326048891771328,-0.023618493198971,0.9991892153044676,-0.9989901071097472,-0.0316921163982783,0.0318492645920464
VID_20250107_103505_00_023.mp4.000336.0014,-107.63375092,-110.22138214,-65.35757446,89.99937200425059,-82.9051858938612,0.1584678212127142,0.1235111869500528,-0.9923392952345738,0.0027766583402524,-0.0003416062887186,0.0027555650082462,0.9999961450758844,-0.992343121104456,-0.1235116593477502,1.3537610926e-06
VID_20250107_103505_00_023.mp4.000348.0014,-107.74877167,-110.36391449,-65.32342529,-167.5367186219596,-88.39330094749195,104.09543891721307,-0.0068284379829701,-0.9995736225956452,0.0283891783208305,-0.0271943132348718,0.0285649643536851,0.9992219533913156,-0.999606843595219,0.0060511009322176,-0.0273777722817561
VID_20250107_103505_00_023.mp4.000360.0015,-107.70217133,-110.54718781,-65.40994263,-79.68679777264573,-83.57328319435798,-168.18994598119585,-0.1095628700243833,-0.9936070008000326,0.0272232524358182,0.022908941507085,0.0248566334251826,0.9994285007812174,-0.9937158335817364,0.1101239108274417,0.0200391205651514
VID_20250107_103505_00_023.mp4.000372.0015,-107.5198822,-110.36143494,-65.20324707,-90.92593274633629,-69.88267451100108,-178.1093065016559,-0.3437564015938989,-0.93782338760257,0.0481542316816902,0.0113476771334483,0.0471269833941089,0.9988244478685164,-0.9389902909971376,0.3438987366970271,-0.0055580852188236
VID_20250107_103505_00_023.mp4.000384.0016,-107.12714386,-110.16972351,-65.33178711,-86.17227370486675,-68.46302781848244,-173.72858431411183,-0.3649046452672802,-0.9298441265096254,0.0472705009272422,0.0401015917381578,0.0350275791024566,0.998581459392416,-0.9301808760678896,0.3662826355395152,0.0245065032144598
VID_20250107_103505_00_023.mp4.000396.0016,-105.99945831,-110.69897461,-65.99351501,-91.17417859175504,-63.48991336359305,-177.0750226598275,-0.4457738462789816,-0.8924566634886287,0.0693309582249368,0.0227767611178701,0.0661185454783408,0.9975517816618888,-0.8948557968335584,0.4462616292474333,-0.0091466460959198
VID_20250107_103505_00_023.mp4.000408.0017,-105.19381714,-111.17852783,-65.89149475,-90.93817743285727,-54.963731056929966,-179.39332361922445,-0.5740626724540336,-0.8184597745656772,0.0239926137141057,0.0060786899768541,0.0250410568819407,0.9996679423680652,-0.8187887991558622,0.5740178942229385,-0.0093999728066097
VID_20250107_103505_00_023.mp4.000420.0017,-105.04099274,-111.41907501,-65.95724487,-89.2424956753497,-42.47275038243628,179.6897358470506,-0.7375877465967795,-0.6750989825068477,-0.0143415441464363,-0.0039941733277935,-0.0168765384262576,0.9998496032054895,-0.6752394854047806,0.7375340983771299,0.0097514655986285
VID_20250107_103505_00_023.mp4.000432.0018,-104.81689453,-112.29927063,-65.96504974,-87.64083482114152,-59.2450383538418,-176.7725631480762,-0.5105564358578374,-0.8595893848011262,0.0209335936084519,0.0287897938859284,0.0072424726069112,0.9995592500490124,-0.8593621318001792,0.5109340819790353,0.0210497102139743
VID_20250107_103505_00_023.mp4.000444.0018,-104.15284729,-112.74188995,-66.00831604,-85.45524137830668,-67.78919926347024,-174.28174114174055,-0.3761342605842076,-0.9261909823154324,0.0263302543160199,0.0376642537566761,0.0131101373432225,0.9992044476921602,-0.925799342192316,0.3768267354851783,0.0299531203693235
VID_20250107_103505_00_023.mp4.000456.0019,-103.11513519,-112.97041321,-65.96679688,-82.6873770624087,-76.8784591493306,-172.48090663329984,-0.225065413284778,-0.9743192359137832,0.0068982803171462,0.0297067283547029,0.0002147946517008,0.999558634675184,-0.9738906869014674,0.2251710025550349,0.0288954940249962
VID_20250107_103505_00_023.mp4.000468.0019,-101.67791748,-113.22255707,-65.98538208,-56.09129347072848,-85.65086890335041,-147.50362730370563,-0.0639601448145907,-0.9976805899192788,-0.0232924960795629,0.0407414137459589,-0.0259312897601469,0.9988331719648464,-0.9971204727019084,0.0629365451045346,0.0423054867485018
VID_20250107_103505_00_023.mp4.000480.0020,-100.2865448,-112.97227478,-66.07533264,-76.58674344003057,-85.97020521865194,-165.195093529418,-0.0679421835934709,-0.99737996076225,0.0248409653283485,0.0179573236858548,0.0236719594479114,0.999558488964972,-0.997527640827357,0.0683582636247411,0.0163019501783662
VID_20250107_103505_00_023.mp4.000492.0020,-98.82783508,-112.83994293,-66.02142334,-45.79416403816996,-85.95488273367815,-135.6886013119132,-0.0504765790584165,-0.9987204793639266,0.0030852983078164,0.0492776392131923,0.0005949440830214,0.998784941974554,-0.9975088116102706,0.050567283302812,0.0491845567148801
VID_20250107_103505_00_023.mp4.000504.0021,-97.03440857,-112.89086151,-66.05239868,72.08121322516782,-85.80847668874499,-17.156151560324197,0.0698384343908501,-0.9974796978205244,0.0125237980545264,0.0215600518418681,0.0140608063422092,0.9996686740563512,-0.9973253016174868,-0.0695452813703598,0.0224876986974349
VID_20250107_103505_00_023.mp4.000516.0021,-95.35614014,-112.72302246,-66.03747559,24.64470763136481,-87.45485596298724,-65.8091681508435,0.0181967804504931,-0.9998000652522192,-0.0082889506510311,0.040507006958958,-0.0075463229783151,0.9991507570916084,-0.999013543235758,-0.018517087545444,0.0403615894182937
VID_20250107_103505_00_023.mp4.000528.0022,-93.99661255,-112.4730072,-66.00511169,90.50638594052211,-72.20090066830414,-0.3458393478399812,0.3056747692867262,-0.9520263214644132,-0.0144505591741141,0.0018450861064163,-0.0145846821657148,0.999891935512726,-0.952134198040784,-0.3056683992254725,-0.0027015988174487
VID_20250107_103505_00_023.mp4.000540.0022,-93.32453156,-112.00643921,-65.93771362,95.72577186340023,-58.92357248994704,6.005242440672297,0.5133483693365339,-0.8579673442108928,0.0191177395951826,-0.0540025773891333,-0.0100624592397985,0.9984900943671794,-0.8564795230096587,-0.5136056689540672,-0.0514979949453631
VID_20250107_103505_00_023.mp4.000552.0023,-93.33152008,-111.7700119,-65.95193481,94.17935715819917,-6.064307604321538,0.8053505275989689,0.9943057169808256,-0.1063776426229084,0.0063196779379716,-0.0139768998845845,-0.0713907297970863,0.9973504950460776,-0.1056446281117182,-0.9917596285638132,-0.0724710404375754
VID_20250107_103505_00_023.mp4.000564.0023,-94.00577545,-111.82595825,-66.0194397,92.30133408926051,36.00207940970789,-0.8175172828770901,0.8089133127858004,0.587853658910254,0.0093449507076807,0.0115426563715975,-0.0317708641179277,0.999428526347476,0.587814613191769,-0.8083431745855392,-0.0324852677252881
VID_20250107_103505_00_023.mp4.000576.0024,-95.48120117,-112.1697998,-66.04836273,91.75438176698691,65.04013188831895,0.4169217340320298,0.4219721778049836,0.90593184909806,0.0350280737165115,-0.0030706009898566,-0.0372080359253129,0.9993028237086806,0.906603580716556,-0.4217855460448484,-0.0129190007186674
VID_20250107_103505_00_023.mp4.000588.0024,-97.20474243,-112.21880341,-66.15458679,38.58225416949352,87.32945869186798,50.08534371311846,0.0298961179798112,0.9992950366316156,-0.0227079698158109,-0.0357367753981686,0.0237721928521451,0.9990784582459686,0.998913962768505,-0.0290570578417536,0.0364222785627551
VID_20250107_103505_00_023.mp4.000600.0025,-98.8867569,-112.403862,-66.1161499,-56.19493625041467,84.56996169612712,146.03830393842355,-0.0784873840115469,0.996903529374802,-0.0048045469180776,-0.0528640998511749,0.0006506776767569,0.9986015038870544,0.9955124898754156,0.0786316077581086,0.0526493377301743
VID_20250107_103505_00_023.mp4.000612.0025,-100.45363617,-112.47990417,-66.10424042,-12.648903557610687,87.3265358233918,102.9506792319802,-0.0104534507487052,0.9999327152629612,0.0050289476320937,-0.0454573594557587,-0.0054992292697332,0.9989511434243166,0.9989115845953308,0.0102138838979522,0.0455117867916076
VID_20250107_103505_00_023.mp4.000624.0026,-102.25722504,-112.50136566,-66.08117676,-53.586827338765886,83.47615202883279,143.10404418489702,-0.090862390009716,0.995797055202902,-0.0115000404760595,-0.0682113837505187,0.0052975096735683,0.9976568265280896,0.993524651535412,0.0914339173419099,0.067443350680041
VID_20250107_103505_00_023.mp4.000636.0026,-103.74389648,-112.58171844,-66.09968567,61.36885277419918,79.98573323384643,29.87199133891868,0.1507899724351756,0.988169616679888,0.0279855834979773,-0.0866100213242927,-0.0149947343578758,0.9961294404582886,0.9847644837316204,-0.1526301628521045,0.0833243359921661
VID_20250107_103505_00_023.mp4.000648.0027,-104.95897675,-111.98590088,-66.13938904,79.47466925727224,62.60438081802978,9.68621062117515,0.4535722567651185,0.8912022283528553,0.0055494208619085,-0.077418179555054,0.0331967761057614,0.9964458838946376,0.8878505692780623,-0.4523898343631178,0.0840523907901016
VID_20250107_103505_00_023.mp4.000660.0027,-105.51654053,-111.38751984,-66.10269928,84.74284951740806,26.01478785944616,1.2176368609068695,0.8984779426574313,0.4386065658491121,-0.019017543272422,-0.0190971237497845,0.0823240182348767,0.9964226291519828,0.4386031080858358,-0.8949005734804913,0.0823424384004537
VID_20250107_103505_00_023.mp4.000672.0028,-105.46837616,-110.75524902,-66.11256409,86.78345516617898,1.3697523990756957,-1.5697376824075209,0.999339079127358,0.022320743185591,-0.0286912765928521,0.0273858359258312,0.056742555336656,0.9980131754663916,0.0239044121351707,-0.998139302320828,0.0560937807868435
VID_20250107_103505_00_023.mp4.000684.0028,-105.13993835,-110.00997925,-66.08905029,85.84609222180272,-15.915447461551532,-3.38067595056096,0.959993893406434,-0.2772937231755763,-0.0389860963650256,0.0567092345688489,0.0561817153652592,0.996808746737925,-0.274218502907757,-0.9591411814462164,0.0696592184637812
VID_20250107_103505_00_023.mp4.000696.0029,-104.69164276,-109.50720215,-66.15252686,80.17361923785597,-50.176200144470606,-7.447124109058065,0.6350266952281803,-0.7724868945259888,0.0022570186463629,0.0830067255415349,0.0711403367652304,0.9940065070208556,-0.7680175648137537,-0.6310333194614403,0.1092976205917957
VID_20250107_103505_00_023.mp4.000708.0029,-104.05171204,-109.49523926,-66.13616943,65.98452189909163,-76.16442038639363,-24.55036877324801,0.2175176612238914,-0.975849892975274,-0.0200761907700393,0.0993595356491154,0.0016761147999745,0.9950501863296995,-0.9709859678343868,-0.2184357503233477,0.0973245768004956
VID_20250107_103505_00_023.mp4.000720.0030,-103.08654785,-109.52280426,-66.09117126,45.09402047780787,-81.26421285304029,-47.28481223348329,0.103027258613172,-0.9935645717960472,-0.0470619342398083,0.1115902051795788,-0.0354696295164589,0.9931211061547048,-0.9883992159500302,-0.1075701959359682,0.1072177357327759
VID_20250107_103505_00_023.mp4.000732.0030,-101.80929565,-109.21495819,-66.0335083,-31.23815328911409,-86.33387668020154,-116.94784601801504,-0.0289773108553542,-0.9967168640766336,0.0756029650267382,0.0569993800310548,0.0738640074881297,0.9956380763479616,-0.9979535991876916,0.0331602361727957,0.05467186301286
VID_20250107_103505_00_023.mp4.000744.0031,-100.39637756,-109.01164246,-66.20223236,79.47040840464521,-77.6227786401221,-8.170018240325838,0.2121715564272426,-0.9765330083437797,0.0369663936338109,0.0304610661675959,0.0444180681259455,0.9985485259474838,-0.9767575718115398,-0.2107375591559493,0.0391704872297747
VID_20250107_103505_00_023.mp4.000756.0031,-99.01049805,-108.39836121,-66.19210052,86.8847354043687,-55.74160771807837,1.9907221896224596,0.5625862492327179,-0.8229000129639208,0.0795756296754293,-0.0195547354958814,0.0829805465656175,0.9963592932327968,-0.8265073045617617,-0.562094118058222,0.030592122358565
VID_20250107_103505_00_023.mp4.000768.0032,-97.7600708,-107.52750397,-66.19483185,84.45182357800914,-41.9007987810679,-1.3582612022332268,0.7440931037495072,-0.6668192469553107,0.0409578422573471,0.0176428730178809,0.0808991922549714,0.9965661291274998,-0.6678429321210941,-0.7408153701040807,0.0719611383557409
VID_20250107_103505_00_023.mp4.000780.0032,-96.85218048,-106.46633148,-66.23751831,84.56791872094078,-17.670384168534554,-1.1084703206437303,0.9526401993148048,-0.3039522134713639,0.0094711443504935,0.0184325121506588,0.0888023241745229,0.9958787023111896,-0.3035405955473917,-0.9485395084797796,0.090199266669266
VID_20250107_103505_00_023.mp4.000792.0033,-96.91584015,-105.24784088,-66.26429749,87.06318412442566,-7.704728831189213,2.4356929747821847,0.990076843571997,-0.1315935566802434,0.0493049659036003,-0.0421143924377245,0.0568785226255939,0.9974924619331876,-0.1340679744462224,-0.9896706368808632,0.0507721254598787
VID_20250107_103505_00_023.mp4.000804.0033,-96.88946533,-104.30995941,-66.4537735,86.5297259377658,-3.640465566881703,1.6200706303961014,0.9975832126524774,-0.0616422928387869,0.0320618397404073,-0.0282147502875085,0.0622983243985916,0.9976586824377072,-0.0634953675489469,-0.9961521703588792,0.0604085406968171
VID_20250107_103505_00_023.mp4.000816.0034,-96.74612427,-103.3755188,-66.97821045,84.68210071415662,-0.4961895716058213,0.43549361784882,0.9999336163678108,-0.0079180621741754,0.008370612223617,-0.0076004392994057,0.0927445108136506,0.99566093075725,-0.0086600334900234,-0.9956584554983414,0.0926781733452336
VID_20250107_103505_00_023.mp4.000828.0034,-96.75672913,-102.6318512,-67.4573822,86.14398840420729,-2.8260005256795133,-0.186642760034939,0.998778567433815,-0.0494102110332338,6.54255894353e-05,0.0032535633419628,0.0670887070485686,0.9977417099190208,-0.0493030177619616,-0.9965228228355852,0.0671675219682928
VID_20250107_103505_00_023.mp4.000840.0035,-96.76126099,-101.84451294,-68.01766968,85.3771732346094,-0.2548266741175668,2.2385950545965154,0.9992269484115596,-0.001281543164636,0.0392920248299817,-0.0390605282695836,0.080707688698313,0.9959721603118624,-0.0044475498225199,-0.9967369896979312,0.0805952397383542
VID_20250107_103505_00_023.mp4.000852.0035,-96.81362915,-101.11093903,-68.45517731,86.27174655567502,-3.279312733155996,0.8622121683086846,0.9982494954083022,-0.0560975577244475,0.0187352324357761,-0.0150232328711186,0.0658759959641002,0.9977147165547068,-0.0572035610007842,-0.99624967612195,0.0649179130574871
VID_20250107_103505_00_023.mp4.000864.0036,-96.73687744,-100.32624054,-69.00561523,85.56196219100381,1.1340230042553583,-0.8643017862535801,0.99969038330662,0.0185623158536273,-0.0165703939124545,0.0150813853238409,0.077669776713573,0.9968650648919232,0.0197911429932069,-0.9968063233223464,0.07736578341624
VID_20250107_103505_00_023.mp4.000876.0036,-96.86655426,-99.58377075,-69.41519165,87.22979764156649,-0.372917941336264,-2.847907554639076,0.9987437877240576,-0.0088942518842314,-0.049312663343437,0.0496838465613529,0.04794762520395,0.9976134224378548,-0.0065085999624528,-0.9988102510090302,0.0483292934544604
VID_20250107_103505_00_023.mp4.000888.0037,-97.029953,-98.8230896,-70.03559113,87.20635381785958,5.044331503113313,0.536523332288517,0.996083291788214,0.0882745464335394,0.0050675706516161,-0.0093276948588264,0.047914508074067,0.9988078864449568,0.0879265029952681,-0.9949431161468344,0.0485502389597625
VID_20250107_103505_00_023.mp4.000900.0037,-97.36328125,-98.02416992,-70.46855164,90.503275059426,9.6995824352666,-1.8182058769276948,0.9852084233229988,0.16866956579483,-0.0302479782463995,0.0312747867682107,-0.0034338151477984,0.9995049257638174,0.1684821958724838,-0.9856666710851668,-0.0086581283122655
VID_20250107_103505_00_023.mp4.000912.0038,-97.74797058,-97.25289154,-70.91786194,97.23206025070819,20.8029200570355,-2.164369472807999,0.9341406812851584,0.3568321379259976,0.0072119977303425,0.0353043075963737,-0.112492349424698,0.993025214778584,0.3551546049725966,-0.9273706360803506,-0.1176813914885668
VID_20250107_103505_00_023.mp4.000924.0038,-98.4082489,-96.75692749,-70.9180069,93.95603953977864,32.092435559352396,-3.3100005282326364,0.8457787468398608,0.533120045735382,-0.0210078135249593,0.0489154120287713,-0.0382734832563015,0.998069347763714,0.5312867341276748,-0.8451734480652678,-0.0584486854036546
VID_20250107_103505_00_023.mp4.000936.0039,-99.18845367,-96.73091125,-70.88865662,94.9878119144978,38.00052336946437,-4.1851658543187,0.7859038396649055,0.6180469063293719,-0.0193177735945834,0.057508602778561,-0.0419506392412454,0.997463234647628,0.6156686734002439,-0.7850211242023646,-0.0685121824907066
VID_20250107_103505_00_023.mp4.000948.0039,-100.15831757,-96.6509552,-71.00930786,92.3955091037438,61.63463805154102,-1.4504140757859334,0.4749401152138986,0.8799432671799614,0.0114775217387808,0.0120254409278924,-0.0195306531266586,0.9997369365782864,0.8799359497890167,-0.4746771535824127,-0.0198575964255476
VID_20250107_103505_00_023.mp4.000960.0040,-101.07611847,-97.07666779,-71.01773071,-118.66439957383567,81.64230157181846,-149.7029726016144,-0.1255005990095403,0.9915482292926444,0.0328893392282068,0.073327894523999,-0.023789835517533,0.997024103826345,0.9893799166816174,0.1275388282550464,-0.0697225053652408
VID_20250107_103505_00_023.mp4.000972.0040,-101.54225922,-98.09989166,-70.97261047,-101.72222210964706,61.243132974099694,-169.32625277488216,-0.4727698445414907,0.8811632479060801,0.0063249214874819,0.0891064529990971,0.0406648086920706,0.995191646552541,0.8766691018429555,0.4710601913488825,-0.0977424268177347
VID_20250107_103505_00_023.mp4.000984.0041,-101.87400818,-99.15922546,-71.02844238,-94.21238479973148,36.73757459913181,-175.8449887226405,-0.7992772537986026,0.6002892044683459,0.0284383993734661,0.0580643107333095,0.0300387184103739,0.9978608175569016,0.5981508232705444,0.7992187099880876,-0.0588646432567747
VID_20250107_103505_00_023.mp4.000996.0041,-102.10224915,-99.94524384,-71.13163757,-91.0643389095496,17.071326774509913,-178.34347476455366,-0.9555405411784595,0.2939256231979224,0.0234521255345767,0.0276341158056144,0.0100826229636253,0.9995672545445932,0.2935619692807953,0.955775114104718,-0.0177567297128493
VID_20250107_103505_00_023.mp4.001008.0042,-101.85054016,-100.65734863,-71.60267639,-92.79978171541168,6.731876725524575,179.80022150026636,-0.9930995486793,0.116912319485698,-0.0092084724816417,-0.0034627461855264,0.0492539121500824,0.9987802869133768,0.1172232732942809,0.9919201387664162,-0.048509200238596
VID_20250107_103505_00_023.mp4.001020.0042,-101.69689941,-101.43796539,-71.86883545,-90.5172657220406,-0.4592913652454069,-178.7270050649554,-0.9997210702348605,-0.0078131914465449,0.0222875698066272,0.022215411302518,0.009203717715554,0.999710841734185,-0.0080160606987216,0.99992712015408,-0.0090275772631625
VID_20250107_103505_00_023.mp4.001032.0043,-101.72932434,-102.21823883,-72.42263031,-90.12100401151626,-4.429991576208811,-179.55852815747383,-0.9969828611825904,-0.0772221890529913,0.0078681653541301,0.0076820417643713,0.0027069988694257,0.9999668286455566,-0.0772409266031054,0.9970102334855871,-0.0021056073966162
VID_20250107_103505_00_023.mp4.001044.0043,-101.688797,-102.95983887,-72.95236206,-91.89668969822384,-1.9951523071580552,-179.68050511444596,-0.9993782384775678,-0.0346107666682429,0.0067254210358994,0.0055728283675821,0.0332909488738778,0.9994301657980228,-0.0348149399174998,0.998846238193704,-0.0330773699805101
VID_20250107_103505_00_023.mp4.001056.0044,-101.76803589,-103.75762939,-73.60343933,-93.40183634823579,-3.0360268738841487,-179.79845750245676,-0.998590251146812,-0.0526614913371257,0.0066541449260524,0.0035126357479449,0.0595239763454271,0.9982206958534432,-0.0529638716924033,0.9968368289595742,-0.0592550818510256
VID_20250107_103505_00_023.mp4.001068.0044,-101.84483337,-104.4949646,-74.0866394,-94.80744871595427,0.9700695753227164,179.8286840938889,-0.9998522061142692,0.0166198772556005,-0.0043983642912194,-0.002989593624276,0.0838574599536246,0.9964732754771142,0.0169300991843283,0.9963391521415464,-0.0837953796546905
